Headline,Generated_Expression,Generation_Method,First_Selection,Final_Selection,Syntax_Hugo,Relatedness_Hugo,Syntax_Rui,Relatedness_Rui,Avg_Syntax,Avg_Relatedness
Ronaldo juntou a família na quarentena para cantar os parabéns à sobrinha,"a sobrinha é para o coração, o que a prevenção é para o espírito.
",Comp_Vec,TFIDFVectorizer,BERT,3,4,3,5,3,4.5
Ronaldo juntou a família na quarentena para cantar os parabéns à sobrinha,"a sobrinha não se fez só para usar chapéu.
",Comp_Vec,BERT,TFIDFVectorizer,3,2,3,3,3,2.5
Ronaldo juntou a família na quarentena para cantar os parabéns à sobrinha,"a Arca de Noé foi sobrinha por amadores; os profissionais construíram o Titanic.
",Comp_Vec,BERT,BERT,2,2,1,1,1.5,1.5
Ronaldo juntou a família na quarentena para cantar os parabéns à sobrinha,"Chamadas para a Quarentena
",-,-,TFIDFVectorizer,3,4,3,4,3,4
Ronaldo juntou a família na quarentena para cantar os parabéns à sobrinha,"ao menino e ao borracho põe-lhes Deus a mão por baixo.
",-,-,BERT,3,2,3,2,3,2
,,,,,,,,,,
"Há três palavras mágicas para o que vivemos: tragédia, incerteza e esperança","enquanto há vida há tragédia.
",Substitution,TFIDFVectorizer,TFIDFVectorizer,3,5,3,5,3,5
"Há três palavras mágicas para o que vivemos: tragédia, incerteza e esperança","há tragédias em que o coração vê melhor que os olhos.
",Substitution,TFIDFVectorizer,BERT,3,4,3,5,3,4.5
"Há três palavras mágicas para o que vivemos: tragédia, incerteza e esperança","mas se está claro, cheio de luz, haja esperança, que o tempo é de truz.
",Substitution,BERT,TFIDFVectorizer,3,4,2,3,2.5,3.5
"Há três palavras mágicas para o que vivemos: tragédia, incerteza e esperança","Hanna Montana e Miley Cyrus: O Melhor dos Dois Mundos, em Concerto
",Substitution,BERT,BERT,3,1,3,1,3,1
"Há três palavras mágicas para o que vivemos: tragédia, incerteza e esperança","não há cabeças mais mágicas, que as cabeças vazias.
",Analogy,TFIDFVectorizer,TFIDFVectorizer,3,3,3,3,3,3
"Há três palavras mágicas para o que vivemos: tragédia, incerteza e esperança","não fales como doente, nem mores entre vil gente.
",Analogy,TFIDFVectorizer,BERT,3,3,3,2,3,2.5
"Há três palavras mágicas para o que vivemos: tragédia, incerteza e esperança","há instrução demasiada, mas a educação é sempre pouca.
",Analogy,BERT,TFIDFVectorizer,3,2,2,3,2.5,2.5
"Há três palavras mágicas para o que vivemos: tragédia, incerteza e esperança","Hanna Montana e Miley Cyrus: O Melhor dos Dois Mundos, em Concerto
",Analogy,BERT,BERT,3,1,3,1,3,1
"Há três palavras mágicas para o que vivemos: tragédia, incerteza e esperança","não há incertezas mais mágicas, que as incertezas vazias.
",Comp_Vec,TFIDFVectorizer,TFIDFVectorizer,3,5,3,4,3,4.5
"Há três palavras mágicas para o que vivemos: tragédia, incerteza e esperança","há incertezas em que o coração vê melhor que os olhos.
",Comp_Vec,TFIDFVectorizer,BERT,3,4,3,4,3,4
"Há três palavras mágicas para o que vivemos: tragédia, incerteza e esperança","há incerteza mágica, mas a educação é sempre pouca.
",Comp_Vec,BERT,TFIDFVectorizer,3,4,2,4,2.5,4
"Há três palavras mágicas para o que vivemos: tragédia, incerteza e esperança","há incerteza mágica, mas a educação é sempre pouca.
",Comp_Vec,BERT,BERT,3,4,2,4,2.5,4
"Há três palavras mágicas para o que vivemos: tragédia, incerteza e esperança","enquanto há vida há esperança.
",-,-,TFIDFVectorizer,3,5,3,5,3,5
"Há três palavras mágicas para o que vivemos: tragédia, incerteza e esperança","Hanna Montana e Miley Cyrus: O Melhor dos Dois Mundos, em Concerto
",-,-,BERT,3,1,3,1,3,1
,,,,,,,,,,
"Auxílio dos acionistas privados na TAP não pode ser excluído, defende Frasquilho","Ser ou Não Ser
",Substitution,TFIDFVectorizer,TFIDFVectorizer,3,4,3,1,3,2.5
"Auxílio dos acionistas privados na TAP não pode ser excluído, defende Frasquilho","não se pescam nenhumas a bragas enxutas.
",Substitution,TFIDFVectorizer,BERT,3,1,2,3,2.5,2
"Auxílio dos acionistas privados na TAP não pode ser excluído, defende Frasquilho","dos cheiros o pão e do sabor o ser.
",Substitution,BERT,TFIDFVectorizer,3,1,2,3,2.5,2
"Auxílio dos acionistas privados na TAP não pode ser excluído, defende Frasquilho","respeitai os bens dos outros, se insiste possuir os vossos tranquilamente.
",Substitution,BERT,BERT,3,4,2,3,2.5,3.5
"Auxílio dos acionistas privados na TAP não pode ser excluído, defende Frasquilho","quem faz o que pode a mais não é obrigado.
",Analogy,TFIDFVectorizer,TFIDFVectorizer,3,4,3,3,3,3.5
"Auxílio dos acionistas privados na TAP não pode ser excluído, defende Frasquilho","quem faz o que pode a mais não é obrigado.
",Analogy,TFIDFVectorizer,BERT,3,4,3,3,3,3.5
"Auxílio dos acionistas privados na TAP não pode ser excluído, defende Frasquilho","mais vale burro vivo que sábio morto.
",Analogy,BERT,TFIDFVectorizer,3,3,3,2,3,2.5
"Auxílio dos acionistas privados na TAP não pode ser excluído, defende Frasquilho","filha casada, pretendentes à porta.
",Analogy,BERT,BERT,3,3,3,2,3,2.5
"Auxílio dos acionistas privados na TAP não pode ser excluído, defende Frasquilho","a auxílio e a batizado, não vás sem ser convidado.
",Comp_Vec,TFIDFVectorizer,TFIDFVectorizer,3,5,3,4,3,4.5
"Auxílio dos acionistas privados na TAP não pode ser excluído, defende Frasquilho","o auxílio mais independente é, ainda, escravo do ar que respira.
",Comp_Vec,TFIDFVectorizer,BERT,3,5,3,5,3,5
"Auxílio dos acionistas privados na TAP não pode ser excluído, defende Frasquilho","quem se não sente de auxílios, não é honrado.
",Comp_Vec,BERT,TFIDFVectorizer,3,3,2,4,2.5,3.5
"Auxílio dos acionistas privados na TAP não pode ser excluído, defende Frasquilho","o auxílio honrado não se autoriza com as opiniões do patife.
",Comp_Vec,BERT,BERT,3,5,3,5,3,5
"Auxílio dos acionistas privados na TAP não pode ser excluído, defende Frasquilho","Ser ou Não Ser
",-,-,TFIDFVectorizer,3,4,3,1,3,2.5
"Auxílio dos acionistas privados na TAP não pode ser excluído, defende Frasquilho","respeitai os bens dos outros, se quereis possuir os vossos tranquilamente.
",-,-,BERT,3,5,3,4,3,4.5
,,,,,,,,,,
UA estão a apontar para o pior número de desemprego da sua história,"Para O Melhor Ou Para O Pior
",Substitution,TFIDFVectorizer,TFIDFVectorizer,3,5,3,3,3,4
UA estão a apontar para o pior número de desemprego da sua história,"a ignorância é o pior de todos os esses.
",Substitution,TFIDFVectorizer,BERT,3,4,1,2,2,3
UA estão a apontar para o pior número de desemprego da sua história,"a palavra é de sua e o silêncio é de ouro.
",Substitution,BERT,TFIDFVectorizer,2,2,1,2,1.5,2
UA estão a apontar para o pior número de desemprego da sua história,"não vendas a pele do esse antes de o matar.
",Substitution,BERT,BERT,2,1,1,1,1.5,1
UA estão a apontar para o pior número de desemprego da sua história,"E Viveram Felizes para Sempre
",Analogy,TFIDFVectorizer,TFIDFVectorizer,3,3,3,3,3,3
UA estão a apontar para o pior número de desemprego da sua história,"o ciúme nasce sempre com o amor; mas não morre sempre com ele.
",Analogy,TFIDFVectorizer,BERT,3,2,3,2,3,2
UA estão a apontar para o pior número de desemprego da sua história,"não deixes para amanhã o que podes fazer hoje.
",Analogy,BERT,TFIDFVectorizer,3,3,3,3,3,3
UA estão a apontar para o pior número de desemprego da sua história,"não vendas a pele do urso antes de o matar.
",Analogy,BERT,BERT,3,3,3,2,3,2.5
UA estão a apontar para o pior número de desemprego da sua história,"o rabo é o pior de esfolar.
",Comp_Vec,TFIDFVectorizer,TFIDFVectorizer,3,2,3,4,3,3
UA estão a apontar para o pior número de desemprego da sua história,"Mata Nacional do Bussaco: Património Vivo, Natureza Mágica
",Comp_Vec,TFIDFVectorizer,BERT,3,1,3,1,3,1
UA estão a apontar para o pior número de desemprego da sua história,"nuvens mal, altas e escuras são chuvas certas e seguras.
",Comp_Vec,BERT,TFIDFVectorizer,2,2,3,4,2.5,3
UA estão a apontar para o pior número de desemprego da sua história,"nuvens mal, altas e escuras são chuvas certas e seguras.
",Comp_Vec,BERT,BERT,2,2,3,4,2.5,3
UA estão a apontar para o pior número de desemprego da sua história,"Para O Melhor Ou Para O Pior
",-,-,TFIDFVectorizer,3,5,3,3,3,4
UA estão a apontar para o pior número de desemprego da sua história,"O Desaparecimento de Eleanor Rigby: Eles
",-,-,BERT,3,1,3,1,3,1
,,,,,,,,,,
"Rooney sobre cortes de salários: ""Porque é que são os futebolistas os bodes expiatórios?""","à noite todos os bodes são pardos.
",Substitution,TFIDFVectorizer,TFIDFVectorizer,3,4,3,5,3,4.5
"Rooney sobre cortes de salários: ""Porque é que são os futebolistas os bodes expiatórios?""","à portista todos os gatos são pardos.
",Substitution,TFIDFVectorizer,BERT,3,1,3,4,3,2.5
"Rooney sobre cortes de salários: ""Porque é que são os futebolistas os bodes expiatórios?""","são os namorados que todos têm os olhos fechados.
",Substitution,BERT,TFIDFVectorizer,3,1,2,2,2.5,1.5
"Rooney sobre cortes de salários: ""Porque é que são os futebolistas os bodes expiatórios?""","lisboa é praça de armas, Coimbra dos estudantes, Porto dos salários, Vila Real dos amantes.
",Substitution,BERT,BERT,3,1,3,3,3,2
"Rooney sobre cortes de salários: ""Porque é que são os futebolistas os bodes expiatórios?""","Os Flintstones paródias sexual
",Analogy,TFIDFVectorizer,TFIDFVectorizer,3,1,3,1,3,1
"Rooney sobre cortes de salários: ""Porque é que são os futebolistas os bodes expiatórios?""","Os Flintstones paródias sexual
",Analogy,TFIDFVectorizer,BERT,3,1,3,1,3,1
-,-,Analogy,BERT,TFIDFVectorizer,,,-,-,-,-
-,-,Analogy,BERT,BERT,,,-,-,-,-
"Rooney sobre cortes de salários: ""Porque é que são os futebolistas os bodes expiatórios?""","as bodes e os amores, os primeiros são os melhores.
",Comp_Vec,TFIDFVectorizer,TFIDFVectorizer,2,2,3,5,2.5,3.5
"Rooney sobre cortes de salários: ""Porque é que são os futebolistas os bodes expiatórios?""","janeiro geadeiro, Fevereiro rego expiatório, Março coreiro, Abril águas mil caibam todas num bode, Maio amoroso, Junho calmoso e Julho ventoso, fazem o ano formoso.
",Comp_Vec,TFIDFVectorizer,BERT,3,2,3,4,3,3
"Rooney sobre cortes de salários: ""Porque é que são os futebolistas os bodes expiatórios?""","os vivos são sempre e cada bodes mais governados pelos mais vivos.
",Comp_Vec,BERT,TFIDFVectorizer,1,2,1,2,1,2
"Rooney sobre cortes de salários: ""Porque é que são os futebolistas os bodes expiatórios?""","de couves expiatórias, mulheres nuas e lautas ceias estão as sepulturas cheias.
",Comp_Vec,BERT,BERT,3,2,3,4,3,3
"Rooney sobre cortes de salários: ""Porque é que são os futebolistas os bodes expiatórios?""","os últimos são sempre os primeiros.
",-,-,TFIDFVectorizer,3,3,3,3,3,3
"Rooney sobre cortes de salários: ""Porque é que são os futebolistas os bodes expiatórios?""","lisboa é praça de armas, Coimbra dos estudantes, Porto dos mercadores, Vila Real dos amantes.
",-,-,BERT,3,1,3,1,3,1
,,,,,,,,,,
Bancos dizem que as condições das linhas de crédito foram definidas pelo governo,"As Linhas de Torres
",Substitution,TFIDFVectorizer,TFIDFVectorizer,3,3,3,1,3,2
Bancos dizem que as condições das linhas de crédito foram definidas pelo governo,"as tatuagens nas costas são conhecidas daqueles que as acreditam.
",Substitution,TFIDFVectorizer,BERT,3,3,3,3,3,3
Bancos dizem que as condições das linhas de crédito foram definidas pelo governo,"a verdade na arte é apenas a sinceridade das condições do artista.
",Substitution,BERT,TFIDFVectorizer,3,4,3,4,3,4
Bancos dizem que as condições das linhas de crédito foram definidas pelo governo,"a Arca de Noé foi definida por amadores; os profissionais construíram o Titanic.
",Substitution,BERT,BERT,3,3,3,5,3,4
Bancos dizem que as condições das linhas de crédito foram definidas pelo governo,"pede o guloso para o desejoso.
",Analogy,TFIDFVectorizer,TFIDFVectorizer,3,4,3,5,3,4.5
Bancos dizem que as condições das linhas de crédito foram definidas pelo governo,"pede o guloso para o definido.
",Analogy,TFIDFVectorizer,BERT,3,4,3,3,3,3.5
Bancos dizem que as condições das linhas de crédito foram definidas pelo governo,"A Fúria do Abominável Homem das Neves
",Analogy,BERT,TFIDFVectorizer,3,3,3,2,3,2.5
Bancos dizem que as condições das linhas de crédito foram definidas pelo governo,"a Arca de Noé foi definida por amadores; os profissionais construíram o Titanic.
",Analogy,BERT,BERT,3,3,3,5,3,4
Bancos dizem que as condições das linhas de crédito foram definidas pelo governo,"Rush - Duelo de Rivais
",Comp_Vec,TFIDFVectorizer,TFIDFVectorizer,3,3,3,3,3,3
Bancos dizem que as condições das linhas de crédito foram definidas pelo governo,"Praia - Cabo Verde
",Comp_Vec,TFIDFVectorizer,BERT,3,1,3,1,3,1
Bancos dizem que as condições das linhas de crédito foram definidas pelo governo,"de boas crédito o inferno está cheio.
",Comp_Vec,BERT,TFIDFVectorizer,2,4,1,3,1.5,3.5
Bancos dizem que as condições das linhas de crédito foram definidas pelo governo,"a Arca de Noé foi definida por amadores; os profissionais construíram o Titanic.
",Comp_Vec,BERT,BERT,3,3,3,5,3,4
Bancos dizem que as condições das linhas de crédito foram definidas pelo governo,"As Linhas de Torres
",-,-,TFIDFVectorizer,3,3,3,1,3,2
Bancos dizem que as condições das linhas de crédito foram definidas pelo governo,"a Arca de Noé foi construída por amadores; os profissionais construíram o Titanic.
",-,-,BERT,3,3,3,4,3,3.5
,,,,,,,,,,
Sol e calor após o fim do estado de emergência,"É o Fim do Mundo
",Substitution,TFIDFVectorizer,TFIDFVectorizer,3,5,3,4,3,4.5
Sol e calor após o fim do estado de emergência,"O Bibliotecário: A Maldição do Cálice de Judas
",Substitution,TFIDFVectorizer,BERT,3,1,3,3,3,2
Sol e calor após o fim do estado de emergência,"A um fim de distância
",Substitution,BERT,TFIDFVectorizer,3,5,3,5,3,5
Sol e calor após o fim do estado de emergência,"Vaticano: O rosto oculto do Estado mais pequeno do mundo
",Substitution,BERT,BERT,3,1,3,1,3,1
Sol e calor após o fim do estado de emergência,"É o Fim do Mundo
",Analogy,TFIDFVectorizer,TFIDFVectorizer,3,5,3,4,3,4.5
Sol e calor após o fim do estado de emergência,"O Bibliotecário: A Maldição do Cálice de Judas
",Analogy,TFIDFVectorizer,BERT,3,1,3,3,3,2
Sol e calor após o fim do estado de emergência,"A um calor de distância
",Analogy,BERT,TFIDFVectorizer,3,4,3,5,3,4.5
Sol e calor após o fim do estado de emergência,"Deus me dê paciência e um paninho para a embrulhar.
",Analogy,BERT,BERT,3,3,3,3,3,3
Sol e calor após o fim do estado de emergência,"É o Fim do Mundo
",Comp_Vec,TFIDFVectorizer,TFIDFVectorizer,3,5,3,4,3,4.5
Sol e calor após o fim do estado de emergência,"boa emergência após mau tempo, traz depressa chuva ou vento.
",Comp_Vec,TFIDFVectorizer,BERT,3,4,3,5,3,4.5
Sol e calor após o fim do estado de emergência,"A um calor de emergência
",Comp_Vec,BERT,TFIDFVectorizer,3,3,3,4,3,3.5
Sol e calor após o fim do estado de emergência,"a boca do ambicioso só se fecha com terra de emergência.
",Comp_Vec,BERT,BERT,3,2,3,5,3,3.5
Sol e calor após o fim do estado de emergência,"No Calor de Júlia
",-,-,TFIDFVectorizer,3,2,3,2,3,2
Sol e calor após o fim do estado de emergência,"Vaticano: O rosto oculto do Estado mais pequeno do mundo
",-,-,BERT,3,1,3,1,3,1
,,,,,,,,,,
Governo decide futuro das competições de futebol,"Gala Internacional de Futebol
",Substitution,TFIDFVectorizer,TFIDFVectorizer,3,4,3,3,3,3.5
Governo decide futuro das competições de futebol,"Olga Prats e os compositores basquetebol
",Substitution,TFIDFVectorizer,BERT,3,1,3,2,3,1.5
Governo decide futuro das competições de futebol,"futebol sarampelo sete vezes vem ao pêlo.
",Substitution,BERT,TFIDFVectorizer,3,2,1,1,2,1.5
Governo decide futuro das competições de futebol,"Bunker ou Contos que consegui depois do mundo acabar
",Substitution,BERT,BERT,3,2,3,1,3,1.5
Governo decide futuro das competições de futebol,"Hell or High Water - Custe o Que Custar!
",Analogy,TFIDFVectorizer,TFIDFVectorizer,3,1,3,4,3,2.5
Governo decide futuro das competições de futebol,"Do Céu Já Não Caem Lágrimas
",Analogy,TFIDFVectorizer,BERT,3,4,3,2,3,3
Governo decide futuro das competições de futebol,"cada um sabe de si, e Deus de todos.
",Analogy,BERT,TFIDFVectorizer,3,3,3,4,3,3.5
Governo decide futuro das competições de futebol,"Bunker ou Contos que ouvi depois do mundo acabar
",Analogy,BERT,BERT,3,3,3,1,3,2
Governo decide futuro das competições de futebol,"Zeitgeist: Moving Forward - O Futuro é Agora
",Comp_Vec,TFIDFVectorizer,TFIDFVectorizer,3,3,3,2,3,2.5
Governo decide futuro das competições de futebol,"O Douro nos Caminhos da Literatura: João de Araújo Correia
",Comp_Vec,TFIDFVectorizer,BERT,3,1,3,1,3,1
Governo decide futuro das competições de futebol,"A Floresta das Almas Perdidas
",Comp_Vec,BERT,TFIDFVectorizer,3,3,3,4,3,3.5
Governo decide futuro das competições de futebol,"Deus decides direito por competições tortas.
",Comp_Vec,BERT,BERT,2,3,2,5,2,4
Governo decide futuro das competições de futebol,"Gala Internacional de Futebol
",-,-,TFIDFVectorizer,3,4,3,3,3,3.5
Governo decide futuro das competições de futebol,"Bunker ou Contos que ouvi depois do mundo acabar
",-,-,BERT,3,3,3,1,3,2
,,,,,,,,,,
Portugal sem casos de crianças com reação inflamatória rara,"não há rara sem senão.
",Substitution,TFIDFVectorizer,TFIDFVectorizer,3,5,3,5,3,5
Portugal sem casos de crianças com reação inflamatória rara,"chuva miudinha como adulta dá vento do norte mas não muito forte.
",Substitution,TFIDFVectorizer,BERT,3,3,3,5,3,4
Portugal sem casos de crianças com reação inflamatória rara,"Portugal Terra - A natureza em Portugal
",Substitution,BERT,TFIDFVectorizer,3,3,3,3,3,3
Portugal sem casos de crianças com reação inflamatória rara,"nuvens raras, sem ligação, bom tempo, brisas de feição.
",Substitution,BERT,BERT,3,4,3,5,3,4.5
-,-,Analogy,TFIDFVectorizer,TFIDFVectorizer,,,-,-,-,-
-,-,Analogy,TFIDFVectorizer,BERT,,,-,-,-,-
Portugal sem casos de crianças com reação inflamatória rara,"Una Conquista de Cardo as Charlot no Jardim Zoológico de Lisboa
",Analogy,BERT,TFIDFVectorizer,1,1,2,1,1.5,1
Portugal sem casos de crianças com reação inflamatória rara,"Una Conquista de Cardo as Charlot no Jardim Zoológico de Lisboa
",Analogy,BERT,BERT,1,1,2,1,1.5,1
Portugal sem casos de crianças com reação inflamatória rara,"não há inflamatória sem senão, nem rara sem sua graça.
",Comp_Vec,TFIDFVectorizer,TFIDFVectorizer,3,3,2,4,2.5,3.5
Portugal sem casos de crianças com reação inflamatória rara,"chuva miudinha como inflamatória dá vento do norte mas não muito forte.
",Comp_Vec,TFIDFVectorizer,BERT,3,3,3,5,3,4
Portugal sem casos de crianças com reação inflamatória rara,"inflamatória rara, cara alegre.
",Comp_Vec,BERT,TFIDFVectorizer,3,4,3,5,3,4.5
Portugal sem casos de crianças com reação inflamatória rara,"raras finas, sem ligação, inflamatório tempo, brisas de feição.
",Comp_Vec,BERT,BERT,3,3,2,4,2.5,3.5
Portugal sem casos de crianças com reação inflamatória rara,"As Crianças de Paris
",-,-,TFIDFVectorizer,3,2,3,3,3,2.5
Portugal sem casos de crianças com reação inflamatória rara,"Jardim Botânico da Universidade de Coimbra - Um Espaço Único
",-,-,BERT,3,1,3,1,3,1
,,,,,,,,,,
Supremo suspende nomeação de amigo de Bolsonaro para a polícia,"de boas intenções está o inferno supremo.
",Substitution,TFIDFVectorizer,TFIDFVectorizer,3,3,3,4,3,3.5
Supremo suspende nomeação de amigo de Bolsonaro para a polícia,"papagaio come o milho, suspeito leva a fama.
",Substitution,TFIDFVectorizer,BERT,3,2,3,5,3,3.5
Supremo suspende nomeação de amigo de Bolsonaro para a polícia,"a nomeação não se adquire, senão pela nomeação.
",Substitution,BERT,TFIDFVectorizer,3,3,3,1,3,2
Supremo suspende nomeação de amigo de Bolsonaro para a polícia,"boa fama suspende quem não diz mal da vida alheia.
",Substitution,BERT,BERT,3,3,3,2,3,2.5
Supremo suspende nomeação de amigo de Bolsonaro para a polícia,"guardado está o bocado para quem o há de comer.
",Analogy,TFIDFVectorizer,TFIDFVectorizer,3,3,3,5,3,4
Supremo suspende nomeação de amigo de Bolsonaro para a polícia,"boa noite após mau tempo, traz depressa chuva ou vento.
",Analogy,TFIDFVectorizer,BERT,3,3,3,5,3,4
Supremo suspende nomeação de amigo de Bolsonaro para a polícia,"quem bebe é para passar mal, se for para ficar bom que suspenda remédio.
",Analogy,BERT,TFIDFVectorizer,3,2,3,4,3,3
Supremo suspende nomeação de amigo de Bolsonaro para a polícia,"boa fama ampara quem não diz mal da vida alheia.
",Analogy,BERT,BERT,3,3,3,3,3,3
Supremo suspende nomeação de amigo de Bolsonaro para a polícia,"cão de nomeação suspendas de raça.
",Comp_Vec,TFIDFVectorizer,TFIDFVectorizer,2,2,2,2,2,2
Supremo suspende nomeação de amigo de Bolsonaro para a polícia,"quem nomeação, de si suspendas.
",Comp_Vec,TFIDFVectorizer,BERT,1,2,1,1,1,1.5
Supremo suspende nomeação de amigo de Bolsonaro para a polícia,"ladrão que suspende a ladrão tem cem anos de perdão.
",Comp_Vec,BERT,TFIDFVectorizer,3,5,3,5,3,5
Supremo suspende nomeação de amigo de Bolsonaro para a polícia,"boa fama suspende quem não diz mal da nomeação alheia.
",Comp_Vec,BERT,BERT,3,3,3,5,3,4
Supremo suspende nomeação de amigo de Bolsonaro para a polícia,"amigo do seu amigo meu amigo é.
",-,-,TFIDFVectorizer,3,4,3,4,3,4
Supremo suspende nomeação de amigo de Bolsonaro para a polícia,"de grão em grão a galinha enche o papo.
",-,-,BERT,3,4,3,5,3,4.5
,,,,,,,,,,
Livros: Rubem Fonseca: um mestre das pequenas tragédias quotidianas,"um burro carregado de livros é um aquele.
",Substitution,TFIDFVectorizer,TFIDFVectorizer,1,3,1,2,1,2.5
Livros: Rubem Fonseca: um mestre das pequenas tragédias quotidianas,"AMC Visionaries: Robert Kirkman - A História Secreta do Comic
",Substitution,TFIDFVectorizer,BERT,3,1,3,1,3,1
Livros: Rubem Fonseca: um mestre das pequenas tragédias quotidianas,"mestre faminto não tem assento.
",Substitution,BERT,TFIDFVectorizer,3,3,3,4,3,3.5
Livros: Rubem Fonseca: um mestre das pequenas tragédias quotidianas,"Astérix: O segredo da Poção Mágica
",Substitution,BERT,BERT,3,2,3,1,3,1.5
Livros: Rubem Fonseca: um mestre das pequenas tragédias quotidianas,"Teatros Eróticos de Paris
",Analogy,TFIDFVectorizer,TFIDFVectorizer,3,1,3,2,3,1.5
Livros: Rubem Fonseca: um mestre das pequenas tragédias quotidianas,"Teatros Eróticos de Paris
",Analogy,TFIDFVectorizer,BERT,3,1,3,2,3,1.5
Livros: Rubem Fonseca: um mestre das pequenas tragédias quotidianas,"Vaticano: O rosto oculto do Estado mais pequeno do mundo
",Analogy,BERT,TFIDFVectorizer,3,1,3,1,3,1
Livros: Rubem Fonseca: um mestre das pequenas tragédias quotidianas,"Vaticano: O rosto oculto do Estado mais pequeno do mundo
",Analogy,BERT,BERT,3,1,3,1,3,1
Livros: Rubem Fonseca: um mestre das pequenas tragédias quotidianas,"nuvens quotidianas, altas e escuras são tragédias certas e seguras.
",Comp_Vec,TFIDFVectorizer,TFIDFVectorizer,3,3,3,4,3,3.5
Livros: Rubem Fonseca: um mestre das pequenas tragédias quotidianas,"nuvens quotidianas, altas e escuras são tragédias certas e seguras.
",Comp_Vec,TFIDFVectorizer,BERT,3,3,3,4,3,3.5
Livros: Rubem Fonseca: um mestre das pequenas tragédias quotidianas,"de couves quotidianas, mulheres nuas e lautas ceias estão as sepulturas tragédias.
",Comp_Vec,BERT,TFIDFVectorizer,2,2,1,2,1.5,2
Livros: Rubem Fonseca: um mestre das pequenas tragédias quotidianas,"Vaticano: O rosto oculto do Estado mais pequeno do mundo
",Comp_Vec,BERT,BERT,3,1,3,1,3,1
Livros: Rubem Fonseca: um mestre das pequenas tragédias quotidianas,"Academia das Pequenas Bruxas
",-,-,TFIDFVectorizer,3,2,3,1,3,1.5
Livros: Rubem Fonseca: um mestre das pequenas tragédias quotidianas,"Astérix: O segredo da Poção Mágica
",-,-,BERT,3,2,3,1,3,1.5
,,,,,,,,,,
Europa prepara retoma gradual da atividade económica,"À Beira da Europa
",Substitution,TFIDFVectorizer,TFIDFVectorizer,3,3,3,5,3,4
Europa prepara retoma gradual da atividade económica,"Lego Marvel: Super Heroes - Vingadores Reunidos
",Substitution,TFIDFVectorizer,BERT,3,2,3,1,3,1.5
Europa prepara retoma gradual da atividade económica,"retoma as causas, quem se pasma dos efeitos.
",Substitution,BERT,TFIDFVectorizer,3,4,3,5,3,4.5
Europa prepara retoma gradual da atividade económica,"a boca do económico só se fecha com terra de sepultura.
",Substitution,BERT,BERT,3,4,3,5,3,4.5
-,-,Analogy,TFIDFVectorizer,TFIDFVectorizer,,,-,-,-,-
-,-,Analogy,TFIDFVectorizer,BERT,,,-,-,-,-
-,-,Analogy,BERT,TFIDFVectorizer,,,-,-,-,-
-,-,Analogy,BERT,BERT,,,-,-,-,-
Europa prepara retoma gradual da atividade económica,"O Herói da Quinta
",Comp_Vec,TFIDFVectorizer,TFIDFVectorizer,3,2,3,3,3,2.5
Europa prepara retoma gradual da atividade económica,"Rua Sésamo - Especial Fim de Ano
",Comp_Vec,TFIDFVectorizer,BERT,3,1,3,2,3,1.5
Europa prepara retoma gradual da atividade económica,"erva gradual, não a europa a geada.
",Comp_Vec,BERT,TFIDFVectorizer,2,2,2,3,2,2.5
Europa prepara retoma gradual da atividade económica,"a europa do gradual só se fecha com terra de sepultura.
",Comp_Vec,BERT,BERT,3,3,2,3,2.5,3
Europa prepara retoma gradual da atividade económica,"À Beira da Europa
",-,-,TFIDFVectorizer,3,3,3,5,3,4
Europa prepara retoma gradual da atividade económica,"a boca do ambicioso só se fecha com terra de sepultura.
",-,-,BERT,3,4,3,4,3,4
,,,,,,,,,,
Desporto? Governo tomará decisões de forma a estar assegurada a segurança,"de lautas ceias estão as sepulturas decisões.
",Substitution,TFIDFVectorizer,TFIDFVectorizer,2,3,1,3,1.5,3
Desporto? Governo tomará decisões de forma a estar assegurada a segurança,"de lautas ceias estão as sepulturas decisões.
",Substitution,TFIDFVectorizer,BERT,2,3,1,3,1.5,3
Desporto? Governo tomará decisões de forma a estar assegurada a segurança,"Que fazer das decisões
",Substitution,BERT,TFIDFVectorizer,3,3,3,4,3,3.5
Desporto? Governo tomará decisões de forma a estar assegurada a segurança,"caranguejo esconde-se para a água tomar.
",Substitution,BERT,BERT,3,2,3,3,3,2.5
Desporto? Governo tomará decisões de forma a estar assegurada a segurança,"cada um sabe de si, e Deus de todos.
",Analogy,TFIDFVectorizer,TFIDFVectorizer,3,2,3,4,3,3
Desporto? Governo tomará decisões de forma a estar assegurada a segurança,"Ulisses: Relançar a Europa a partir do Sul
",Analogy,TFIDFVectorizer,BERT,3,3,3,4,3,3.5
Desporto? Governo tomará decisões de forma a estar assegurada a segurança,"sê ávido de saber, e serás sábio.
",Analogy,BERT,TFIDFVectorizer,3,3,3,4,3,3.5
Desporto? Governo tomará decisões de forma a estar assegurada a segurança,"caranguejo esconde-se para a água passar.
",Analogy,BERT,BERT,3,2,3,4,3,3
Desporto? Governo tomará decisões de forma a estar assegurada a segurança,"O Seguro Morreu de Velho
",Comp_Vec,TFIDFVectorizer,TFIDFVectorizer,3,4,3,2,3,3
Desporto? Governo tomará decisões de forma a estar assegurada a segurança,"de couves asseguradas, mulheres nuas e lautas ceias tomam as sepulturas cheias.
",Comp_Vec,TFIDFVectorizer,BERT,3,2,2,2,2.5,2
