Headline,Generated_Expression,Generation_Method,First_Selection,Final_Selection
Portugal sem casos de crianças com reação inflamatória rara,"mito, azeite e amigos, os mais inflamatórios.
",Analogy,BERT,BERT
-,-,Comp_Vec,TFIDFVectorizer,TFIDFVectorizer
-,-,Comp_Vec,TFIDFVectorizer,BERT
-,-,Comp_Vec,BERT,TFIDFVectorizer
-,-,Comp_Vec,BERT,BERT
-,"As Crianças de Paris
",-,-,TFIDFVectorizer
-,"nuvens finas, sem ligação, bom tempo, brisas de feição.
",-,-,BERT
Supremo suspende nomeação de amigo de Bolsonaro para a polícia,"queira a malícia onde falta a polícia.
",Substitution,TFIDFVectorizer,TFIDFVectorizer
Supremo suspende nomeação de amigo de Bolsonaro para a polícia,"ninguém aponte as faltas alheias com o companheiro sujo.
",Substitution,TFIDFVectorizer,BERT
Supremo suspende nomeação de amigo de Bolsonaro para a polícia,"em tempo de polícia, qualquer buraco é trincheira.
",Substitution,BERT,TFIDFVectorizer
Supremo suspende nomeação de amigo de Bolsonaro para a polícia,"Daqui Fala o Morto
",Substitution,BERT,BERT
Supremo suspende nomeação de amigo de Bolsonaro para a polícia,"o rabo é o pior de suspenda.
",Analogy,TFIDFVectorizer,TFIDFVectorizer
Supremo suspende nomeação de amigo de Bolsonaro para a polícia,"quem suspenda de boca aberta, ou entra mosca ou trá asneira.
",Analogy,TFIDFVectorizer,BERT
Supremo suspende nomeação de amigo de Bolsonaro para a polícia,"se os filhos de Adão suspenda, os filhos da Covilhã sempre cardaram.
",Analogy,BERT,TFIDFVectorizer
Supremo suspende nomeação de amigo de Bolsonaro para a polícia,"ninguém apressa que não tenha que se lhe suspenda.
",Analogy,BERT,BERT
Supremo suspende nomeação de amigo de Bolsonaro para a polícia,"abunda a nomeação onde suspenda a polícia.
",Comp_Vec,TFIDFVectorizer,TFIDFVectorizer
Supremo suspende nomeação de amigo de Bolsonaro para a polícia,"Nós Somos Teus Amigos
",Comp_Vec,TFIDFVectorizer,BERT
Supremo suspende nomeação de amigo de Bolsonaro para a polícia,"para a nomeação não suspenda pão duro.
",Comp_Vec,BERT,TFIDFVectorizer
Supremo suspende nomeação de amigo de Bolsonaro para a polícia,"vermelho nascente que pronto suspenda, tempo de chuva que está p'ra demora.
",Comp_Vec,BERT,BERT
Supremo suspende nomeação de amigo de Bolsonaro para a polícia,"amigo do seu amigo meu amigo é.
",-,-,TFIDFVectorizer
Supremo suspende nomeação de amigo de Bolsonaro para a polícia,"de grão em grão a galinha enche o papo.
",-,-,BERT
Livros: Rubem Fonseca: um mestre das pequenas tragédias quotidianas,"um burro carregado de livros é um mestre.
",Substitution,TFIDFVectorizer,TFIDFVectorizer
Livros: Rubem Fonseca: um mestre das pequenas tragédias quotidianas,"Aqui, em Lisboa - Episódios da Vida de Uma Cidade
",Substitution,TFIDFVectorizer,BERT
Livros: Rubem Fonseca: um mestre das pequenas tragédias quotidianas,"se a vida lhe der um mestre, faça uma limonada.
",Substitution,BERT,TFIDFVectorizer
Livros: Rubem Fonseca: um mestre das pequenas tragédias quotidianas,"em Dezembro, a uma discípula, galgos cento.
",Substitution,BERT,BERT
Livros: Rubem Fonseca: um mestre das pequenas tragédias quotidianas,"Academia das Pequenas Bruxas
",Analogy,TFIDFVectorizer,TFIDFVectorizer
Livros: Rubem Fonseca: um mestre das pequenas tragédias quotidianas,"Da Série Divergente: Convergente
",Analogy,TFIDFVectorizer,BERT
Livros: Rubem Fonseca: um mestre das pequenas tragédias quotidianas,"queres um conselho, pede-o ao quotidiano.
",Analogy,BERT,TFIDFVectorizer
Livros: Rubem Fonseca: um mestre das pequenas tragédias quotidianas,"a Arca de Noé foi quotidiana por amadores; os profissionais construíram o Titanic.
",Analogy,BERT,BERT
Livros: Rubem Fonseca: um mestre das pequenas tragédias quotidianas,"nuvens quotidianas, altas e escuras são tragédias certas e seguras.
",Comp_Vec,TFIDFVectorizer,TFIDFVectorizer
Livros: Rubem Fonseca: um mestre das pequenas tragédias quotidianas,"Alto Relevo: Canto ao Douro e ao Vinho
",Comp_Vec,TFIDFVectorizer,BERT
Livros: Rubem Fonseca: um mestre das pequenas tragédias quotidianas,"de couves quotidianas, mulheres nuas e lautas ceias estão as sepulturas tragédias.
",Comp_Vec,BERT,TFIDFVectorizer
Livros: Rubem Fonseca: um mestre das pequenas tragédias quotidianas,"de couves quotidianas, mulheres nuas e lautas ceias estão as sepulturas tragédias.
",Comp_Vec,BERT,BERT
Livros: Rubem Fonseca: um mestre das pequenas tragédias quotidianas,"Academia das Pequenas Bruxas
",-,-,TFIDFVectorizer
Livros: Rubem Fonseca: um mestre das pequenas tragédias quotidianas,"Vaticano: O rosto oculto do Estado mais pequeno do mundo
",-,-,BERT
Europa prepara retoma gradual da atividade económica,"prepara o diabo da cruz e o morcego da luz.
",Substitution,TFIDFVectorizer,TFIDFVectorizer
Europa prepara retoma gradual da atividade económica,"A Minha Casa Numa Árvore
",Substitution,TFIDFVectorizer,BERT
Europa prepara retoma gradual da atividade económica,"retoma e verás, trabalha e terás.
",Substitution,BERT,TFIDFVectorizer
Europa prepara retoma gradual da atividade económica,"O Copo de Vinho Branco
",Substitution,BERT,BERT
Europa prepara retoma gradual da atividade económica,"europa do povo é europa de Deus.
",Analogy,TFIDFVectorizer,TFIDFVectorizer
Europa prepara retoma gradual da atividade económica,"O cheiro das sensações
",Analogy,TFIDFVectorizer,BERT
Europa prepara retoma gradual da atividade económica,"boa é a europa, bom é o sável, bom é o salmão - quando da país.
",Analogy,BERT,TFIDFVectorizer
Europa prepara retoma gradual da atividade económica,"nem tudo o que prata é ouro.
",Analogy,BERT,BERT
Europa prepara retoma gradual da atividade económica,"Solteira e Boa Rapariga
",Comp_Vec,TFIDFVectorizer,TFIDFVectorizer
Europa prepara retoma gradual da atividade económica,"Ultracongelados Brito e Lameiras
",Comp_Vec,TFIDFVectorizer,BERT
Europa prepara retoma gradual da atividade económica,"gradual geada, mensageira de europa.
",Comp_Vec,BERT,TFIDFVectorizer
Europa prepara retoma gradual da atividade económica,"gradual é a truta, bom é o sável, bom é o salmão - quando da sazão.
",Comp_Vec,BERT,BERT
Europa prepara retoma gradual da atividade económica,"Gente da Minha Terra - Europa
",-,-,TFIDFVectorizer
Europa prepara retoma gradual da atividade económica,"a boca do ambicioso só se fecha com terra de sepultura.
",-,-,BERT
Desporto? Governo tomará decisões de forma a estar assegurada a segurança,"para governo, governo e meio.
",Substitution,TFIDFVectorizer,TFIDFVectorizer
Desporto? Governo tomará decisões de forma a estar assegurada a segurança,"A Maldição da Bruxa dos Sonhos
",Substitution,TFIDFVectorizer,BERT
Desporto? Governo tomará decisões de forma a estar assegurada a segurança,"A Casa de governo Padre
",Substitution,BERT,TFIDFVectorizer
Desporto? Governo tomará decisões de forma a estar assegurada a segurança,"uma desgraça nunca está só.
",Substitution,BERT,BERT
Desporto? Governo tomará decisões de forma a estar assegurada a segurança,"cada um toma de si, e Deus de todos.
",Analogy,TFIDFVectorizer,TFIDFVectorizer
Desporto? Governo tomará decisões de forma a estar assegurada a segurança,"muito queira quem não toma.
",Analogy,TFIDFVectorizer,BERT
Desporto? Governo tomará decisões de forma a estar assegurada a segurança,"sê ávido de saber, e toma sábio.
",Analogy,BERT,TFIDFVectorizer
Desporto? Governo tomará decisões de forma a estar assegurada a segurança,"O que é que eles toma ter feito
",Analogy,BERT,BERT
Desporto? Governo tomará decisões de forma a estar assegurada a segurança,"caldo sem pão, assegurada no inferno o toma.
",Comp_Vec,TFIDFVectorizer,TFIDFVectorizer
Desporto? Governo tomará decisões de forma a estar assegurada a segurança,"de couves asseguradas, mulheres nuas e lautas ceias toma as sepulturas cheias.
",Comp_Vec,TFIDFVectorizer,BERT
Desporto? Governo tomará decisões de forma a estar assegurada a segurança,"lua com halo de assegurada aparato, É molha certa prá gente de quarto.
",Comp_Vec,BERT,TFIDFVectorizer
Desporto? Governo tomará decisões de forma a estar assegurada a segurança,"lua com halo de assegurada aparato, É molha certa prá gente de quarto.
",Comp_Vec,BERT,BERT
Desporto? Governo tomará decisões de forma a estar assegurada a segurança,"A Nossa Forma de Vida
",-,-,TFIDFVectorizer
Desporto? Governo tomará decisões de forma a estar assegurada a segurança,"O Bibliotecário: A Maldição do Cálice de Judas
",-,-,BERT
Trabalhadores da hotelaria e turismo há quase dois meses sem salários,"a boa fé é uma moeda, que quase não tem curso no turismo da vida.
",Substitution,TFIDFVectorizer,TFIDFVectorizer
Trabalhadores da hotelaria e turismo há quase dois meses sem salários,"o dia em jejum não ouve a nenhum.
",Substitution,TFIDFVectorizer,BERT
Trabalhadores da hotelaria e turismo há quase dois meses sem salários,"homem prevenido há por dois.
",Substitution,BERT,TFIDFVectorizer
Trabalhadores da hotelaria e turismo há quase dois meses sem salários,"onde está galo não canta empregada.
",Substitution,BERT,BERT
Trabalhadores da hotelaria e turismo há quase dois meses sem salários,"não há turismo sem hotelaria.
",Analogy,TFIDFVectorizer,TFIDFVectorizer
Trabalhadores da hotelaria e turismo há quase dois meses sem salários,"não há turismo sem hotelaria.
",Analogy,TFIDFVectorizer,BERT
Trabalhadores da hotelaria e turismo há quase dois meses sem salários,"o turismo é uma segunda Natureza.
",Analogy,BERT,TFIDFVectorizer
Trabalhadores da hotelaria e turismo há quase dois meses sem salários,"o trabalho dá hotelaria.
",Analogy,BERT,BERT
Trabalhadores da hotelaria e turismo há quase dois meses sem salários,"não há turismo sem lei.
",Comp_Vec,TFIDFVectorizer,TFIDFVectorizer
Trabalhadores da hotelaria e turismo há quase dois meses sem salários,"Escola: Os Piores Anos da Minha Vida
",Comp_Vec,TFIDFVectorizer,BERT
Trabalhadores da hotelaria e turismo há quase dois meses sem salários,"o segredo é a hotelaria do turismo.
",Comp_Vec,BERT,TFIDFVectorizer
Trabalhadores da hotelaria e turismo há quase dois meses sem salários,"quem tem cu tem turismo.
",Comp_Vec,BERT,BERT
Trabalhadores da hotelaria e turismo há quase dois meses sem salários,"não há dia sem tarde.
",-,-,TFIDFVectorizer
Trabalhadores da hotelaria e turismo há quase dois meses sem salários,"se o trabalho dá saúde, que trabalhem os doentes.
",-,-,BERT
GNR descontamina ambulâncias de todo o país,país,Substitution,TFIDFVectorizer,TFIDFVectorizer
GNR descontamina ambulâncias de todo o país,"Os Sete Pecados Mortais
",Substitution,TFIDFVectorizer,BERT
GNR descontamina ambulâncias de todo o país,"não medram ambulâncias onde a raposa mora.
",Substitution,BERT,TFIDFVectorizer
GNR descontamina ambulâncias de todo o país,"Um Desejo de Natal
",Substitution,BERT,BERT
GNR descontamina ambulâncias de todo o país,"O País das Maravilhas
",Analogy,TFIDFVectorizer,TFIDFVectorizer
GNR descontamina ambulâncias de todo o país,"de doido e de louco todos temos um pouco.
",Analogy,TFIDFVectorizer,BERT
GNR descontamina ambulâncias de todo o país,"dinheiro não nasce nas ambulâncias.
",Analogy,BERT,TFIDFVectorizer
GNR descontamina ambulâncias de todo o país,"da minha atitude, a ambulância é minha.
",Analogy,BERT,BERT
GNR descontamina ambulâncias de todo o país,"a palavra é de ambulância e o silêncio é de país.
",Comp_Vec,TFIDFVectorizer,TFIDFVectorizer
GNR descontamina ambulâncias de todo o país,"de país e de louco todos temos um pouco.
",Comp_Vec,TFIDFVectorizer,BERT
GNR descontamina ambulâncias de todo o país,"dar a César o que é de César e a Deus o que é de Deus.
",Comp_Vec,BERT,TFIDFVectorizer
GNR descontamina ambulâncias de todo o país,"não país com o ovo no cu da galinha.
",Comp_Vec,BERT,BERT
GNR descontamina ambulâncias de todo o país,"De Beirais Para o País
",-,-,TFIDFVectorizer
GNR descontamina ambulâncias de todo o país,"a ignorância da lei não desculpa a ninguém.
",-,-,BERT
Património Cultural propõe classificação do Mosteiro de Coz como monumento nacional,"Os dias ao monumento
",Substitution,TFIDFVectorizer,TFIDFVectorizer
Património Cultural propõe classificação do Mosteiro de Coz como monumento nacional,"Reis da Música Nacional
",Substitution,TFIDFVectorizer,BERT
Património Cultural propõe classificação do Mosteiro de Coz como monumento nacional,"biscoito de freira, fanga de património.
",Substitution,BERT,TFIDFVectorizer
Património Cultural propõe classificação do Mosteiro de Coz como monumento nacional,"a boca do arquitectónico só se fecha com terra de sepultura.
",Substitution,BERT,BERT
Património Cultural propõe classificação do Mosteiro de Coz como monumento nacional,"Prémio Nacional de Música
",Analogy,TFIDFVectorizer,TFIDFVectorizer
Património Cultural propõe classificação do Mosteiro de Coz como monumento nacional,"A Rainha da Cocaína
",Analogy,TFIDFVectorizer,BERT
Património Cultural propõe classificação do Mosteiro de Coz como monumento nacional,"biscoito de terra, fanga de mosteiro.
",Analogy,BERT,TFIDFVectorizer
Património Cultural propõe classificação do Mosteiro de Coz como monumento nacional,"são mais as alcobaças que as nozes.
",Analogy,BERT,BERT
Património Cultural propõe classificação do Mosteiro de Coz como monumento nacional,"o olho do mosteiro engorda o monumento.
",Comp_Vec,TFIDFVectorizer,TFIDFVectorizer
Património Cultural propõe classificação do Mosteiro de Coz como monumento nacional,"Os mosteiros ao monumento
",Comp_Vec,TFIDFVectorizer,BERT
Património Cultural propõe classificação do Mosteiro de Coz como monumento nacional,"não vendas a pele do monumento antes de o matar.
",Comp_Vec,BERT,TFIDFVectorizer
Património Cultural propõe classificação do Mosteiro de Coz como monumento nacional,"a aversão é para o mosteiro, o que a prevenção é para o espírito.
",Comp_Vec,BERT,BERT
Património Cultural propõe classificação do Mosteiro de Coz como monumento nacional,"Prémio Nacional de Música
",-,-,TFIDFVectorizer
Património Cultural propõe classificação do Mosteiro de Coz como monumento nacional,"não vendas a pele do urso antes de o matar.
",-,-,BERT
Homem barrica-se após atacar uma empregada de limpeza com catana em Lisboa,"Uma Aventura em Lisboa
",Substitution,TFIDFVectorizer,TFIDFVectorizer
Homem barrica-se após atacar uma empregada de limpeza com catana em Lisboa,"com mulher louca, tê as mãos e cale-se a boca.
",Substitution,TFIDFVectorizer,BERT
Homem barrica-se após atacar uma empregada de limpeza com catana em Lisboa,"de homem em homem a galinha enche o papo.
",Substitution,BERT,TFIDFVectorizer
Homem barrica-se após atacar uma empregada de limpeza com catana em Lisboa,"raparigas de namorados, amores dobrados.
",Substitution,BERT,BERT
Homem barrica-se após atacar uma empregada de limpeza com catana em Lisboa,"Uma Aventura em Lisboa
",Analogy,TFIDFVectorizer,TFIDFVectorizer
Homem barrica-se após atacar uma empregada de limpeza com catana em Lisboa,"quebra galho é funchal gordo.
",Analogy,TFIDFVectorizer,BERT
Homem barrica-se após atacar uma empregada de limpeza com catana em Lisboa,"não se lisboa em ferro belém.
",Analogy,BERT,TFIDFVectorizer
Homem barrica-se após atacar uma empregada de limpeza com catana em Lisboa,"são mais as lisboas que as vozes.
",Analogy,BERT,BERT
Homem barrica-se após atacar uma empregada de limpeza com catana em Lisboa,"com lisboa louca, andem as mãos e cale-se a catana.
",Comp_Vec,TFIDFVectorizer,TFIDFVectorizer
Homem barrica-se após atacar uma empregada de limpeza com catana em Lisboa,"Porque É este o Meu Ofício
",Comp_Vec,TFIDFVectorizer,BERT
Homem barrica-se após atacar uma empregada de limpeza com catana em Lisboa,"manhã de névoa, lisboa de catana.
",Comp_Vec,BERT,TFIDFVectorizer
Homem barrica-se após atacar uma empregada de limpeza com catana em Lisboa,"alentejanos, algarvios e cães de caça, catana tudo da mesma raça.
",Comp_Vec,BERT,BERT
Homem barrica-se após atacar uma empregada de limpeza com catana em Lisboa,"Uma Aventura em Lisboa
",-,-,TFIDFVectorizer
Homem barrica-se após atacar uma empregada de limpeza com catana em Lisboa,"receia-se menos um bravo em cólera, que um cobarde que dissimula.
",-,-,BERT
Praças europeias aguardam decisões dos bancos centrais e mercado petrolífero recupera.,"A Lei do Mercado
",Substitution,TFIDFVectorizer,TFIDFVectorizer
Praças europeias aguardam decisões dos bancos centrais e mercado petrolífero recupera.,"Na Escama do Dragão
",Substitution,TFIDFVectorizer,BERT
Praças europeias aguardam decisões dos bancos centrais e mercado petrolífero recupera.,"discutamos muitas decisões, mas não disputemos nunca.
",Substitution,BERT,TFIDFVectorizer
Praças europeias aguardam decisões dos bancos centrais e mercado petrolífero recupera.,"da mão à praça vai-se a sopa.
",Substitution,BERT,BERT
Praças europeias aguardam decisões dos bancos centrais e mercado petrolífero recupera.,"A Vida dentro do Vaticano
",Analogy,TFIDFVectorizer,TFIDFVectorizer
Praças europeias aguardam decisões dos bancos centrais e mercado petrolífero recupera.,"Gala da Ficção Nacional
",Analogy,TFIDFVectorizer,BERT
Praças europeias aguardam decisões dos bancos centrais e mercado petrolífero recupera.,"de boas intenções o petróleo está petrolífero.
",Analogy,BERT,TFIDFVectorizer
Praças europeias aguardam decisões dos bancos centrais e mercado petrolífero recupera.,"agropecuário horizonte que relampeja, dia petrolífero, calma sobeja.
",Analogy,BERT,BERT
-,-,Comp_Vec,TFIDFVectorizer,TFIDFVectorizer
-,-,Comp_Vec,TFIDFVectorizer,BERT
Praças europeias aguardam decisões dos bancos centrais e mercado petrolífero recupera.,"se o amor recupera petrolífero, não recupera verdadeiro.
",Comp_Vec,BERT,TFIDFVectorizer
Praças europeias aguardam decisões dos bancos centrais e mercado petrolífero recupera.,"ao petrolífero mil amigos se recupera, ao pobre seus irmãos o desamparam.
",Comp_Vec,BERT,BERT
Praças europeias aguardam decisões dos bancos centrais e mercado petrolífero recupera.,"A Lei do Mercado
",-,-,TFIDFVectorizer
Praças europeias aguardam decisões dos bancos centrais e mercado petrolífero recupera.,"de lautas ceias estão as sepulturas cheias.
",-,-,BERT
Bancos preparam-se para dar menos crédito às famílias,"há remédio para tudo menos para a família.
",Substitution,TFIDFVectorizer,TFIDFVectorizer
Bancos preparam-se para dar menos crédito às famílias,"se não dá engordar come e bebe devagar.
",Substitution,TFIDFVectorizer,BERT
Bancos preparam-se para dar menos crédito às famílias,"bancos, bancos, negócios à parte.
",Substitution,BERT,TFIDFVectorizer
Bancos preparam-se para dar menos crédito às famílias,"fundas pequenas, altas e escuras são chuvas certas e seguras.
",Substitution,BERT,BERT
Bancos preparam-se para dar menos crédito às famílias,"há crédito para tudo menos para a morte.
",Analogy,TFIDFVectorizer,TFIDFVectorizer
Bancos preparam-se para dar menos crédito às famílias,"a água é tão útil às plantas como o crédito aos animais.
",Analogy,TFIDFVectorizer,BERT
Bancos preparam-se para dar menos crédito às famílias,"a cabeça não serve só para usar crédito.
",Analogy,BERT,TFIDFVectorizer
Bancos preparam-se para dar menos crédito às famílias,"A Chuva Acalanta a Dor
",Analogy,BERT,BERT
Bancos preparam-se para dar menos crédito às famílias,"a água é tão útil às plantas como o alimento aos bancos.
",Comp_Vec,TFIDFVectorizer,TFIDFVectorizer
Bancos preparam-se para dar menos crédito às famílias,"banco a César o que é de César e a Deus o que é de Deus.
",Comp_Vec,TFIDFVectorizer,BERT
Bancos preparam-se para dar menos crédito às famílias,"de crédito em crédito a galinha enche o papo.
",Comp_Vec,BERT,TFIDFVectorizer
Bancos preparam-se para dar menos crédito às famílias,"créditos, créditos, bancos à parte.
",Comp_Vec,BERT,BERT
Bancos preparam-se para dar menos crédito às famílias,"há remédio para tudo menos para a morte.
",-,-,TFIDFVectorizer
Bancos preparam-se para dar menos crédito às famílias,"Do Carvão aos Resíduos: O regresso a São Pedro da Cova
",-,-,BERT
